t`s	v(dout)`V	v(rst)`V
0.0016893	1.8	0
0.00168938	1.8	0
0.00168945	1.8e-14	0
0.00168953	1.8e-14	0
0.00168961	1.8e-14	0
0.00168969	1.8e-14	0
0.00168977	1.8e-14	0
0.00168984	1.8	0
0.00168992	1.8	0
0.00169	1.8e-14	0
0.00169008	1.8e-14	1.8
0.00169016	1.8	0
0.00169023	1.8e-14	0
0.00169031	1.8e-14	0
0.00169039	1.8e-14	0
0.00169047	1.8	0
0.00169055	1.8	0
0.00169063	1.8e-14	0
0.0016907	1.8e-14	0
0.00169078	1.8e-14	0
0.00169086	1.8e-14	0
0.00169094	1.8	0
0.00169102	1.8	0
0.00169109	1.8e-14	0
0.00169117	1.8e-14	0
0.00169125	1.8e-14	0
0.00169133	1.8e-14	0
0.00169141	1.8	0
0.00169148	1.8	0
0.00169156	1.8e-14	0
0.00169164	1.8e-14	0
0.00169172	1.8e-14	0
0.0016918	1.8	0
0.00169188	1.8e-14	0
0.00169195	1.8	0
0.00169203	1.8e-14	0
0.00169211	1.8e-14	0
0.00169219	1.8	0
0.00169227	1.8e-14	0
0.00169234	1.8	0
0.00169242	1.8e-14	0
0.0016925	1.8e-14	0
0.00169258	1.8	0
0.00169266	1.8e-14	0
0.00169273	1.8e-14	0
0.00169281	1.8	0
0.00169289	1.8	0
0.00169297	1.8e-14	0
0.00169305	1.8e-14	0
0.00169313	1.8e-14	0
0.0016932	1.8	0
0.00169328	1.8e-14	0
0.00169336	1.8	0
0.00169344	1.8e-14	0
0.00169352	1.8	0
0.00169359	1.8e-14	0
0.00169367	1.8e-14	0
0.00169375	1.8	0
0.00169383	1.8	0
0.00169391	1.8e-14	0
0.00169398	1.8e-14	0
0.00169406	1.8e-14	0
0.00169414	1.8	0
0.00169422	1.8	0
0.0016943	1.8e-14	0
0.00169438	1.8e-14	0
0.00169445	1.8	0
0.00169453	1.8	0
0.00169461	1.8e-14	0
0.00169469	1.8e-14	0
0.00169477	1.8	0
0.00169484	1.8e-14	0
0.00169492	1.8	0
0.001695	1.8e-14	0
0.00169508	1.8e-14	0
0.00169516	1.8	0
0.00169523	1.8	0
0.00169531	1.8e-14	0
0.00169539	1.8	0
0.00169547	1.8e-14	0
0.00169555	1.8	0
0.00169563	1.8e-14	0
0.0016957	1.8e-14	0
0.00169578	1.8	0
0.00169586	1.8	0
0.00169594	1.8e-14	0
0.00169602	1.8	0
0.00169609	1.8e-14	0
0.00169617	1.8	0
0.00169625	1.8e-14	0
0.00169633	1.8	0
0.00169641	1.8e-14	0
0.00169648	1.8	0
0.00169656	1.8e-14	0
0.00169664	1.8	0
0.00169672	1.8e-14	0
0.0016968	1.8	0
0.00169688	1.8	0
0.00169695	1.8e-14	0
0.00169703	1.8e-14	0
0.00169711	1.8	0
0.00169719	1.8	0
0.00169727	1.8e-14	0
0.00169734	1.8	0
0.00169742	1.8e-14	0
0.0016975	1.8	0
0.00169758	1.8	0
0.00169766	1.8e-14	0
0.00169773	1.8	0
0.00169781	1.8e-14	0
0.00169789	1.8	0
0.00169797	1.8e-14	0
0.00169805	1.8	0
0.00169813	1.8e-14	0
0.0016982	1.8	0
0.00169828	1.8	0
0.00169836	1.8	0
0.00169844	1.8e-14	0
0.00169852	1.8e-14	0
0.00169859	1.8	0
0.00169867	1.8	0
0.00169875	1.8e-14	0
0.00169883	1.8	0
0.00169891	1.8	0
0.00169898	1.8e-14	0
0.00169906	1.8	0
0.00169914	1.8e-14	0
0.00169922	1.8	0
0.0016993	1.8	0
0.00169938	1.8e-14	0
0.00169945	1.8	0
0.00169953	1.8	0
0.00169961	1.8e-14	0
0.00169969	1.8	0
0.00169977	1.8e-14	0
0.00169984	1.8	0
0.00169992	1.8	0
0.0017	1.8e-14	0
0.00170008	1.8	1.8
0.00170016	1.8e-14	0
0.00170023	1.8	0
0.00170031	1.8	0
0.00170039	1.8e-14	0
0.00170047	1.8	0
0.00170055	1.8	0
0.00170063	1.8e-14	0
0.0017007	1.8	0
0.00170078	1.8e-14	0
0.00170086	1.8	0
0.00170094	1.8	0
0.00170102	1.8	0
0.00170109	1.8	0
0.00170117	1.8e-14	0
0.00170125	1.8e-14	0
0.00170133	1.8	0
0.00170141	1.8	0
0.00170148	1.8	0
0.00170156	1.8	0
0.00170164	1.8e-14	0
0.00170172	1.8e-14	0
0.0017018	1.8	0
0.00170188	1.8	0
0.00170195	1.8	0
0.00170203	1.8	0
0.00170211	1.8	0
0.00170219	1.8e-14	0
0.00170227	1.8e-14	0
0.00170234	1.8	0
0.00170242	1.8	0
0.0017025	1.8	0
0.00170258	1.8	0
0.00170266	1.8e-14	0
0.00170273	1.8	0
0.00170281	1.8	0
0.00170289	1.8e-14	0
0.00170297	1.8	0
0.00170305	1.8	0
0.00170313	1.8	0
0.0017032	1.8e-14	0
0.00170328	1.8	0
0.00170336	1.8	0
0.00170344	1.8e-14	0
0.00170352	1.8	0
0.00170359	1.8	0
0.00170367	1.8	0
0.00170375	1.8e-14	0
0.00170383	1.8	0
0.00170391	1.8	0
0.00170398	1.8e-14	0
0.00170406	1.8	0
0.00170414	1.8	0
0.00170422	1.8	0
0.0017043	1.8	0
0.00170438	1.8e-14	0
0.00170445	1.8	0
0.00170453	1.8e-14	0
0.00170461	1.8	0
0.00170469	1.8	0
0.00170477	1.8	0
0.00170484	1.8	0
0.00170492	1.8	0
0.001705	1.8e-14	0
0.00170508	1.8	0
0.00170516	1.8	0
0.00170523	1.8e-14	0
0.00170531	1.8	0
0.00170539	1.8	0
0.00170547	1.8	0
0.00170555	1.8e-14	0
0.00170563	1.8	0
0.0017057	1.8	0
0.00170578	1.8e-14	0
0.00170586	1.8	0
0.00170594	1.8	0
0.00170602	1.8	0
0.00170609	1.8	0
0.00170617	1.8	0
0.00170625	1.8e-14	0
0.00170633	1.8	0
0.00170641	1.8e-14	0
0.00170648	1.8	0
0.00170656	1.8	0
0.00170664	1.8	0
0.00170672	1.8	0
0.0017068	1.8e-14	0
0.00170688	1.8	0
0.00170695	1.8	0
0.00170703	1.8	0
0.00170711	1.8e-14	0
0.00170719	1.8	0
0.00170727	1.8	0
0.00170734	1.8	0
0.00170742	1.8e-14	0
0.0017075	1.8	0
0.00170758	1.8	0
0.00170766	1.8	0
0.00170773	1.8e-14	0
0.00170781	1.8	0
0.00170789	1.8	0
0.00170797	1.8e-14	0
0.00170805	1.8	0
0.00170813	1.8	0
0.0017082	1.8	0
0.00170828	1.8	0
0.00170836	1.8e-14	0
0.00170844	1.8	0
0.00170852	1.8	0
0.00170859	1.8	0
0.00170867	1.8e-14	0
0.00170875	1.8	0
0.00170883	1.8e-14	0
0.00170891	1.8	0
0.00170898	1.8	0
0.00170906	1.8	0
0.00170914	1.8	0
0.00170922	1.8	0
0.0017093	1.8e-14	0
0.00170938	1.8	0
0.00170945	1.8e-14	0
0.00170953	1.8	0
0.00170961	1.8	0
0.00170969	1.8	0
0.00170977	1.8	0
0.00170984	1.8e-14	0
0.00170992	1.8	0
0.00171	1.8	0
0.00171008	1.8	1.8
0.00171016	1.8	0
0.00171023	1.8e-14	0
0.00171031	1.8	0
0.00171039	1.8e-14	0
0.00171047	1.8	0
0.00171055	1.8	0
0.00171063	1.8	0
0.0017107	1.8	0
0.00171078	1.8e-14	0
0.00171086	1.8e-14	0
0.00171094	1.8	0
0.00171102	1.8	0
0.00171109	1.8	0
0.00171117	1.8	0
0.00171125	1.8	0
0.00171133	1.8e-14	0
0.00171141	1.8	0
0.00171148	1.8e-14	0
0.00171156	1.8	0
0.00171164	1.8	0
0.00171172	1.8e-14	0
0.0017118	1.8	0
0.00171188	1.8	0
0.00171195	1.8	0
0.00171203	1.8e-14	0
0.00171211	1.8	0
0.00171219	1.8e-14	0
0.00171227	1.8	0
0.00171234	1.8	0
0.00171242	1.8e-14	0
0.0017125	1.8	0
0.00171258	1.8	0
0.00171266	1.8	0
0.00171273	1.8e-14	0
0.00171281	1.8	0
0.00171289	1.8e-14	0
0.00171297	1.8	0
0.00171305	1.8	0
0.00171313	1.8e-14	0
0.0017132	1.8	0
0.00171328	1.8	0
0.00171336	1.8e-14	0
0.00171344	1.8	0
0.00171352	1.8	0
0.00171359	1.8e-14	0
0.00171367	1.8	0
0.00171375	1.8e-14	0
0.00171383	1.8	0
0.00171391	1.8	0
0.00171398	1.8e-14	0
0.00171406	1.8	0
0.00171414	1.8	0
0.00171422	1.8e-14	0
0.0017143	1.8e-14	0
0.00171438	1.8	0
0.00171445	1.8	0
0.00171453	1.8	0
0.00171461	1.8e-14	0
0.00171469	1.8	0
0.00171477	1.8e-14	0
0.00171484	1.8	0
0.00171492	1.8	0
0.001715	1.8e-14	0
0.00171508	1.8	0
0.00171516	1.8e-14	0
0.00171523	1.8	0
0.00171531	1.8e-14	0
0.00171539	1.8	0
0.00171547	1.8	0
0.00171555	1.8e-14	0
0.00171563	1.8e-14	0
0.0017157	1.8	0
0.00171578	1.8	0
0.00171586	1.8	0
0.00171594	1.8e-14	0
0.00171602	1.8e-14	0
0.00171609	1.8	0
0.00171617	1.8	0
0.00171625	1.8e-14	0
0.00171633	1.8e-14	0
0.00171641	1.8	0
0.00171648	1.8	0
0.00171656	1.8	0
0.00171664	1.8e-14	0
0.00171672	1.8e-14	0
0.0017168	1.8e-14	0
0.00171688	1.8	0
0.00171695	1.8	0
0.00171703	1.8	0
0.00171711	1.8e-14	0
0.00171719	1.8e-14	0
0.00171727	1.8	0
0.00171734	1.8e-14	0
0.00171742	1.8	0
0.0017175	1.8	0
0.00171758	1.8e-14	0
0.00171766	1.8e-14	0
0.00171773	1.8	0
0.00171781	1.8e-14	0
0.00171789	1.8	0
0.00171797	1.8e-14	0
0.00171805	1.8	0
0.00171813	1.8e-14	0
0.0017182	1.8	0
0.00171828	1.8e-14	0
0.00171836	1.8e-14	0
0.00171844	1.8	0
0.00171852	1.8	0
0.00171859	1.8e-14	0
0.00171867	1.8	0
0.00171875	1.8e-14	0
0.00171883	1.8e-14	0
0.00171891	1.8	0
0.00171898	1.8e-14	0
0.00171906	1.8	0
0.00171914	1.8e-14	0
0.00171922	1.8e-14	0
0.0017193	1.8	0
0.00171938	1.8	0
0.00171945	1.8e-14	0
0.00171953	1.8e-14	0
0.00171961	1.8	0
0.00171969	1.8e-14	0
0.00171977	1.8e-14	0
0.00171984	1.8	0
0.00171992	1.8	0
0.00172	1.8e-14	0
0.00172008	1.8e-14	1.8
0.00172016	1.8	0
0.00172023	1.8e-14	0
0.00172031	1.8	0
0.00172039	1.8e-14	0
0.00172047	1.8e-14	0
0.00172055	1.8	0
0.00172063	1.8e-14	0
0.0017207	1.8	0
0.00172078	1.8e-14	0
0.00172086	1.8e-14	0
0.00172094	1.8	0
0.00172102	1.8e-14	0
0.00172109	1.8e-14	0
0.00172117	1.8	0
0.00172125	1.8e-14	0
0.00172133	1.8	0
0.00172141	1.8e-14	0
0.00172148	1.8e-14	0
0.00172156	1.8e-14	0
0.00172164	1.8	0
0.00172172	1.8	0
0.0017218	1.8e-14	0
0.00172188	1.8e-14	0
0.00172195	1.8e-14	0
0.00172203	1.8	0
0.00172211	1.8e-14	0
0.00172219	1.8e-14	0
0.00172227	1.8	0
0.00172234	1.8e-14	0
0.00172242	1.8e-14	0
0.0017225	1.8	0
0.00172258	1.8e-14	0
0.00172266	1.8	0
0.00172273	1.8e-14	0
0.00172281	1.8e-14	0
0.00172289	1.8e-14	0
0.00172297	1.8e-14	0
0.00172305	1.8	0
0.00172313	1.8	0
0.0017232	1.8e-14	0
0.00172328	1.8e-14	0
0.00172336	1.8e-14	0
0.00172344	1.8e-14	0
0.00172352	1.8	0
0.00172359	1.8e-14	0
0.00172367	1.8	0
0.00172375	1.8e-14	0
0.00172383	1.8e-14	0
0.00172391	1.8e-14	0
0.00172398	1.8	0
0.00172406	1.8e-14	0
0.00172414	1.8e-14	0
0.00172422	1.8	0
0.0017243	1.8e-14	0
0.00172438	1.8e-14	0
0.00172445	1.8e-14	0
0.00172453	1.8	0
0.00172461	1.8e-14	0
0.00172469	1.8e-14	0
0.00172477	1.8	0
0.00172484	1.8e-14	0
0.00172492	1.8e-14	0
0.001725	1.8e-14	0
0.00172508	1.8	0
0.00172516	1.8e-14	0
0.00172523	1.8e-14	0
0.00172531	1.8e-14	0
0.00172539	1.8	0
0.00172547	1.8e-14	0
0.00172555	1.8e-14	0
0.00172563	1.8	0
0.0017257	1.8e-14	0
0.00172578	1.8e-14	0
0.00172586	1.8e-14	0
0.00172594	1.8	0
0.00172602	1.8e-14	0
0.00172609	1.8e-14	0
0.00172617	1.8e-14	0
0.00172625	1.8	0
0.00172633	1.8e-14	0
0.00172641	1.8e-14	0
0.00172648	1.8	0
0.00172656	1.8e-14	0
0.00172664	1.8e-14	0
0.00172672	1.8e-14	0
0.0017268	1.8e-14	0
0.00172688	1.8	0
0.00172695	1.8e-14	0
0.00172703	1.8e-14	0
0.00172711	1.8	0
0.00172719	1.8e-14	0
0.00172727	1.8e-14	0
0.00172734	1.8e-14	0
0.00172742	1.8e-14	0
0.0017275	1.8	0
0.00172758	1.8e-14	0
0.00172766	1.8e-14	0
0.00172773	1.8	0
0.00172781	1.8e-14	0
0.00172789	1.8e-14	0
0.00172797	1.8e-14	0
0.00172805	1.8e-14	0
0.00172813	1.8	0
0.0017282	1.8e-14	0
0.00172828	1.8e-14	0
0.00172836	1.8	0
0.00172844	1.8e-14	0
0.00172852	1.8e-14	0
0.00172859	1.8e-14	0
0.00172867	1.8	0
0.00172875	1.8e-14	0
0.00172883	1.8e-14	0
0.00172891	1.8e-14	0
0.00172898	1.8e-14	0
0.00172906	1.8	0
0.00172914	1.8e-14	0
0.00172922	1.8e-14	0
0.0017293	1.8	0
0.00172938	1.8e-14	0
0.00172945	1.8e-14	0
0.00172953	1.8e-14	0
0.00172961	1.8e-14	0
0.00172969	1.8	0
0.00172977	1.8e-14	0
0.00172984	1.8	0
0.00172992	1.8e-14	0
0.00173	1.8e-14	0
0.00173008	1.8e-14	1.8
0.00173016	1.8e-14	0
0.00173023	1.8	0
0.00173031	1.8e-14	0
0.00173039	1.8e-14	0
0.00173047	1.8	0
0.00173055	1.8e-14	0
0.00173063	1.8e-14	0
0.0017307	1.8e-14	0
0.00173078	1.8	0
0.00173086	1.8e-14	0
0.00173094	1.8e-14	0
0.00173102	1.8e-14	0
0.00173109	1.8	0
0.00173117	1.8e-14	0
0.00173125	1.8e-14	0
0.00173133	1.8	0
0.00173141	1.8e-14	0
0.00173148	1.8e-14	0
0.00173156	1.8e-14	0
0.00173164	1.8	0
0.00173172	1.8e-14	0
0.0017318	1.8e-14	0
0.00173188	1.8e-14	0
0.00173195	1.8	0
0.00173203	1.8e-14	0
0.00173211	1.8e-14	0
0.00173219	1.8	0
0.00173227	1.8e-14	0
0.00173234	1.8e-14	0
0.00173242	1.8	0
0.0017325	1.8e-14	0
0.00173258	1.8e-14	0
0.00173266	1.8e-14	0
0.00173273	1.8	0
0.00173281	1.8e-14	0
0.00173289	1.8e-14	0
0.00173297	1.8e-14	0
0.00173305	1.8	0
0.00173313	1.8	0
0.0017332	1.8e-14	0
0.00173328	1.8e-14	0
0.00173336	1.8e-14	0
0.00173344	1.8e-14	0
0.00173352	1.8e-14	0
0.00173359	1.8	0
0.00173367	1.8	0
0.00173375	1.8e-14	0
0.00173383	1.8e-14	0
0.00173391	1.8e-14	0
0.00173398	1.8	0
0.00173406	1.8e-14	0
0.00173414	1.8e-14	0
0.00173422	1.8	0
0.0017343	1.8e-14	0
0.00173438	1.8	0
0.00173445	1.8e-14	0
0.00173453	1.8e-14	0
0.00173461	1.8e-14	0
0.00173469	1.8	0
0.00173477	1.8e-14	0
0.00173484	1.8	0
0.00173492	1.8e-14	0
0.001735	1.8e-14	0
0.00173508	1.8e-14	0
0.00173516	1.8	0
0.00173523	1.8	0
0.00173531	1.8e-14	0
0.00173539	1.8e-14	0
0.00173547	1.8e-14	0
0.00173555	1.8	0
0.00173563	1.8e-14	0
0.0017357	1.8	0
0.00173578	1.8e-14	0
0.00173586	1.8e-14	0
0.00173594	1.8	0
0.00173602	1.8e-14	0
0.00173609	1.8e-14	0
0.00173617	1.8	0
0.00173625	1.8	0
0.00173633	1.8e-14	0
0.00173641	1.8e-14	0
0.00173648	1.8e-14	0
0.00173656	1.8	0
0.00173664	1.8e-14	0
0.00173672	1.8	0
0.0017368	1.8e-14	0
0.00173688	1.8	0
0.00173695	1.8e-14	0
0.00173703	1.8e-14	0
0.00173711	1.8	0
0.00173719	1.8	0
0.00173727	1.8e-14	0
0.00173734	1.8e-14	0
0.00173742	1.8e-14	0
0.0017375	1.8	0
0.00173758	1.8	0
0.00173766	1.8e-14	0
0.00173773	1.8e-14	0
0.00173781	1.8	0
0.00173789	1.8e-14	0
0.00173797	1.8	0
0.00173805	1.8e-14	0
0.00173813	1.8	0
0.0017382	1.8e-14	0
0.00173828	1.8	0
0.00173836	1.8e-14	0
0.00173844	1.8e-14	0
0.00173852	1.8	0
0.00173859	1.8	0
0.00173867	1.8e-14	0
0.00173875	1.8	0
0.00173883	1.8e-14	0
0.00173891	1.8e-14	0
0.00173898	1.8	0
0.00173906	1.8	0
0.00173914	1.8e-14	0
0.00173922	1.8e-14	0
0.0017393	1.8	0
0.00173938	1.8	0
0.00173945	1.8e-14	0
0.00173953	1.8e-14	0
0.00173961	1.8	0
0.00173969	1.8	0
0.00173977	1.8e-14	0
0.00173984	1.8e-14	0
0.00173992	1.8	0
0.00174	1.8	0
0.00174008	1.8	1.8
0.00174016	1.8e-14	0
0.00174023	1.8e-14	0
0.00174031	1.8	0
0.00174039	1.8	0
0.00174047	1.8e-14	0
0.00174055	1.8	0
0.00174063	1.8	0
0.0017407	1.8e-14	0
0.00174078	1.8e-14	0
0.00174086	1.8	0
0.00174094	1.8	0
0.00174102	1.8e-14	0
0.00174109	1.8e-14	0
0.00174117	1.8	0
0.00174125	1.8	0
0.00174133	1.8	0
0.00174141	1.8e-14	0
0.00174148	1.8	0
0.00174156	1.8e-14	0
0.00174164	1.8	0
0.00174172	1.8e-14	0
0.0017418	1.8	0
0.00174188	1.8	0
0.00174195	1.8e-14	0
0.00174203	1.8	0
0.00174211	1.8e-14	0
0.00174219	1.8	0
0.00174227	1.8	0
0.00174234	1.8e-14	0
0.00174242	1.8	0
0.0017425	1.8e-14	0
0.00174258	1.8	0
0.00174266	1.8	0
0.00174273	1.8e-14	0
0.00174281	1.8	0
0.00174289	1.8	0
0.00174297	1.8e-14	0
0.00174305	1.8	0
0.00174313	1.8e-14	0
0.0017432	1.8	0
0.00174328	1.8	0
0.00174336	1.8e-14	0
0.00174344	1.8	0
0.00174352	1.8	0
0.00174359	1.8	0
0.00174367	1.8e-14	0
0.00174375	1.8e-14	0
0.00174383	1.8	0
0.00174391	1.8	0
0.00174398	1.8	0
0.00174406	1.8e-14	0
0.00174414	1.8	0
0.00174422	1.8	0
0.0017443	1.8e-14	0
0.00174438	1.8	0
0.00174445	1.8	0
0.00174453	1.8e-14	0
0.00174461	1.8	0
0.00174469	1.8	0
0.00174477	1.8e-14	0
0.00174484	1.8	0
0.00174492	1.8	0
0.001745	1.8e-14	0
0.00174508	1.8	0
0.00174516	1.8	0
0.00174523	1.8	0
0.00174531	1.8e-14	0
0.00174539	1.8	0
0.00174547	1.8e-14	0
0.00174555	1.8	0
0.00174563	1.8	0
0.0017457	1.8	0
0.00174578	1.8e-14	0
0.00174586	1.8	0
0.00174594	1.8	0
0.00174602	1.8	0
0.00174609	1.8e-14	0
0.00174617	1.8	0
0.00174625	1.8	0
0.00174633	1.8e-14	0
0.00174641	1.8	0
0.00174648	1.8	0
0.00174656	1.8e-14	0
0.00174664	1.8	0
0.00174672	1.8	0
0.0017468	1.8	0
0.00174688	1.8	0
0.00174695	1.8e-14	0
0.00174703	1.8	0
0.00174711	1.8e-14	0
0.00174719	1.8	0
0.00174727	1.8	0
0.00174734	1.8	0
0.00174742	1.8	0
0.0017475	1.8e-14	0
0.00174758	1.8	0
0.00174766	1.8	0
0.00174773	1.8e-14	0
0.00174781	1.8	0
0.00174789	1.8	0
0.00174797	1.8	0
0.00174805	1.8e-14	0
0.00174813	1.8	0
0.0017482	1.8	0
0.00174828	1.8	0
0.00174836	1.8e-14	0
0.00174844	1.8	0
0.00174852	1.8	0
0.00174859	1.8	0
0.00174867	1.8e-14	0
0.00174875	1.8	0
0.00174883	1.8	0
0.00174891	1.8	0
0.00174898	1.8e-14	0
0.00174906	1.8	0
0.00174914	1.8	0
0.00174922	1.8	0
0.0017493	1.8e-14	0
0.00174938	1.8	0
0.00174945	1.8	0
0.00174953	1.8e-14	0
0.00174961	1.8	0
0.00174969	1.8	0
0.00174977	1.8	0
0.00174984	1.8	0
0.00174992	1.8e-14	0
0.00175	1.8	0
0.00175008	1.8	1.8
0.00175016	1.8	0
0.00175023	1.8e-14	0
0.00175031	1.8	0
0.00175039	1.8	0
0.00175047	1.8e-14	0
0.00175055	1.8	0
0.00175063	1.8	0
0.0017507	1.8	0
0.00175078	1.8	0
0.00175086	1.8e-14	0
0.00175094	1.8	0
0.00175102	1.8	0
0.00175109	1.8e-14	0
0.00175117	1.8	0
0.00175125	1.8	0
0.00175133	1.8	0
0.00175141	1.8	0
0.00175148	1.8e-14	0
0.00175156	1.8	0
0.00175164	1.8e-14	0
0.00175172	1.8	0
0.0017518	1.8	0
0.00175188	1.8	0
0.00175195	1.8	0
0.00175203	1.8	0
0.00175211	1.8e-14	0
0.00175219	1.8	0
0.00175227	1.8	0
0.00175234	1.8e-14	0
0.00175242	1.8	0
0.0017525	1.8	0
0.00175258	1.8e-14	0
0.00175266	1.8	0
0.00175273	1.8	0
0.00175281	1.8	0
0.00175289	1.8	0
0.00175297	1.8e-14	0
0.00175305	1.8	0
0.00175313	1.8	0
0.0017532	1.8e-14	0
0.00175328	1.8	0
0.00175336	1.8	0
0.00175344	1.8	0
0.00175352	1.8e-14	0
0.00175359	1.8	0
0.00175367	1.8e-14	0
0.00175375	1.8	0
0.00175383	1.8	0
0.00175391	1.8	0
0.00175398	1.8	0
0.00175406	1.8	0
0.00175414	1.8e-14	0
0.00175422	1.8e-14	0
0.0017543	1.8	0
0.00175438	1.8	0
0.00175445	1.8	0
0.00175453	1.8	0
0.00175461	1.8e-14	0
0.00175469	1.8	0
0.00175477	1.8e-14	0
0.00175484	1.8	0
0.00175492	1.8	0
0.001755	1.8	0
0.00175508	1.8e-14	0
0.00175516	1.8	0
0.00175523	1.8	0
0.00175531	1.8e-14	0
0.00175539	1.8	0
0.00175547	1.8	0
0.00175555	1.8e-14	0
0.00175563	1.8	0
0.0017557	1.8	0
0.00175578	1.8	0
0.00175586	1.8e-14	0
0.00175594	1.8e-14	0
0.00175602	1.8	0
0.00175609	1.8	0
0.00175617	1.8	0
0.00175625	1.8	0
0.00175633	1.8e-14	0
0.00175641	1.8e-14	0
0.00175648	1.8	0
0.00175656	1.8	0
0.00175664	1.8	0
0.00175672	1.8e-14	0
0.0017568	1.8	0
0.00175688	1.8	0
0.00175695	1.8e-14	0
0.00175703	1.8	0
0.00175711	1.8e-14	0
0.00175719	1.8	0
0.00175727	1.8	0
0.00175734	1.8e-14	0
0.00175742	1.8	0
0.0017575	1.8e-14	0
0.00175758	1.8	0
0.00175766	1.8	0
0.00175773	1.8	0
0.00175781	1.8e-14	0
0.00175789	1.8e-14	0
0.00175797	1.8	0
0.00175805	1.8	0
0.00175813	1.8e-14	0
0.0017582	1.8	0
0.00175828	1.8	0
0.00175836	1.8e-14	0
0.00175844	1.8	0
0.00175852	1.8e-14	0
0.00175859	1.8	0
0.00175867	1.8e-14	0
0.00175875	1.8	0
0.00175883	1.8	0
0.00175891	1.8e-14	0
0.00175898	1.8	0
0.00175906	1.8e-14	0
0.00175914	1.8	0
0.00175922	1.8e-14	0
0.0017593	1.8	0
0.00175938	1.8	0
0.00175945	1.8e-14	0
0.00175953	1.8	0
0.00175961	1.8e-14	0
0.00175969	1.8e-14	0
0.00175977	1.8	0
0.00175984	1.8	0
0.00175992	1.8	0
0.00176	1.8e-14	0
0.00176008	1.8	1.8
0.00176016	1.8e-14	0
0.00176023	1.8e-14	0
0.00176031	1.8	0
0.00176039	1.8	0
0.00176047	1.8e-14	0
0.00176055	1.8	0
0.00176063	1.8e-14	0
0.0017607	1.8e-14	0
0.00176078	1.8	0
0.00176086	1.8	0
0.00176094	1.8e-14	0
0.00176102	1.8	0
0.00176109	1.8e-14	0
0.00176117	1.8	0
0.00176125	1.8e-14	0
0.00176133	1.8	0
0.00176141	1.8e-14	0
0.00176148	1.8e-14	0
0.00176156	1.8	0
0.00176164	1.8	0
0.00176172	1.8e-14	0
0.0017618	1.8e-14	0
0.00176188	1.8	0
0.00176195	1.8e-14	0
0.00176203	1.8	0
0.00176211	1.8e-14	0
0.00176219	1.8	0
0.00176227	1.8e-14	0
0.00176234	1.8	0
0.00176242	1.8e-14	0
0.0017625	1.8	0
0.00176258	1.8e-14	0
0.00176266	1.8e-14	0
0.00176273	1.8	0
0.00176281	1.8e-14	0
0.00176289	1.8	0
0.00176297	1.8e-14	0
0.00176305	1.8e-14	0
0.00176313	1.8	0
0.0017632	1.8	0
0.00176328	1.8e-14	0
0.00176336	1.8e-14	0
0.00176344	1.8e-14	0
0.00176352	1.8	0
0.00176359	1.8	0
0.00176367	1.8e-14	0
0.00176375	1.8e-14	0
0.00176383	1.8e-14	0
0.00176391	1.8	0
0.00176398	1.8	0
0.00176406	1.8e-14	0
0.00176414	1.8e-14	0
0.00176422	1.8e-14	0
0.0017643	1.8	0
0.00176438	1.8	0
0.00176445	1.8e-14	0
0.00176453	1.8e-14	0
0.00176461	1.8e-14	0
0.00176469	1.8	0
0.00176477	1.8e-14	0
0.00176484	1.8e-14	0
0.00176492	1.8	0
0.001765	1.8e-14	0
0.00176508	1.8	0
0.00176516	1.8e-14	0
0.00176523	1.8e-14	0
0.00176531	1.8	0
0.00176539	1.8e-14	0
0.00176547	1.8e-14	0
0.00176555	1.8	0
0.00176563	1.8e-14	0
0.0017657	1.8	0
0.00176578	1.8e-14	0
0.00176586	1.8e-14	0
0.00176594	1.8e-14	0
0.00176602	1.8e-14	0
0.00176609	1.8	0
0.00176617	1.8	0
0.00176625	1.8e-14	0
0.00176633	1.8e-14	0
0.00176641	1.8e-14	0
0.00176648	1.8	0
0.00176656	1.8e-14	0
0.00176664	1.8e-14	0
0.00176672	1.8	0
0.0017668	1.8e-14	0
0.00176688	1.8e-14	0
0.00176695	1.8e-14	0
0.00176703	1.8	0
0.00176711	1.8e-14	0
0.00176719	1.8	0
0.00176727	1.8e-14	0
0.00176734	1.8e-14	0
0.00176742	1.8e-14	0
0.0017675	1.8	0
0.00176758	1.8e-14	0
0.00176766	1.8e-14	0
0.00176773	1.8e-14	0
0.00176781	1.8	0
0.00176789	1.8e-14	0
0.00176797	1.8	0
0.00176805	1.8e-14	0
0.00176813	1.8e-14	0
0.0017682	1.8e-14	0
0.00176828	1.8e-14	0
0.00176836	1.8	0
0.00176844	1.8e-14	0
0.00176852	1.8e-14	0
0.00176859	1.8	0
0.00176867	1.8e-14	0
0.00176875	1.8e-14	0
0.00176883	1.8e-14	0
0.00176891	1.8	0
0.00176898	1.8e-14	0
0.00176906	1.8e-14	0
0.00176914	1.8	0
0.00176922	1.8e-14	0
0.0017693	1.8e-14	0
0.00176938	1.8e-14	0
0.00176945	1.8	0
0.00176953	1.8e-14	0
0.00176961	1.8e-14	0
0.00176969	1.8e-14	0
0.00176977	1.8	0
0.00176984	1.8e-14	0
0.00176992	1.8e-14	0
0.00177	1.8e-14	0
0.00177008	1.8e-14	1.8
0.00177016	1.8e-14	0
0.00177023	1.8	0
0.00177031	1.8e-14	0
0.00177039	1.8e-14	0
