t`s	v(dout)`V	v(rst)`V
0.000309453	1.8	0
0.000309531	1.8	0
0.000309609	1.8	0
0.000309688	1.8e-14	0
0.000309766	1.8	0
0.000309844	1.8e-14	0
0.000309922	1.8	0
0.00031	1.8	0
0.000310078	1.8	1.8
0.000310156	1.8e-14	0
0.000310234	1.8	0
0.000310313	1.8	0
0.000310391	1.8	0
0.000310469	1.8e-14	0
0.000310547	1.8	0
0.000310625	1.8e-14	0
0.000310703	1.8	0
0.000310781	1.8	0
0.000310859	1.8	0
0.000310938	1.8e-14	0
0.000311016	1.8	0
0.000311094	1.8	0
0.000311172	1.8	0
0.00031125	1.8e-14	0
0.000311328	1.8	0
0.000311406	1.8e-14	0
0.000311484	1.8	0
0.000311563	1.8	0
0.000311641	1.8	0
0.000311719	1.8	0
0.000311797	1.8e-14	0
0.000311875	1.8	0
0.000311953	1.8e-14	0
0.000312031	1.8	0
0.000312109	1.8	0
0.000312188	1.8	0
0.000312266	1.8	0
0.000312344	1.8e-14	0
0.000312422	1.8	0
0.0003125	1.8	0
0.000312578	1.8e-14	0
0.000312656	1.8	0
0.000312734	1.8	0
0.000312813	1.8	0
0.000312891	1.8	0
0.000312969	1.8e-14	0
0.000313047	1.8	0
0.000313125	1.8e-14	0
0.000313203	1.8	0
0.000313281	1.8	0
0.000313359	1.8	0
0.000313438	1.8	0
0.000313516	1.8e-14	0
0.000313594	1.8	0
0.000313672	1.8	0
0.00031375	1.8	0
0.000313828	1.8e-14	0
0.000313906	1.8	0
0.000313984	1.8	0
0.000314063	1.8e-14	0
0.000314141	1.8	0
0.000314219	1.8	0
0.000314297	1.8	0
0.000314375	1.8	0
0.000314453	1.8e-14	0
0.000314531	1.8	0
0.000314609	1.8	0
0.000314688	1.8e-14	0
0.000314766	1.8	0
0.000314844	1.8	0
0.000314922	1.8	0
0.000315	1.8	0
0.000315078	1.8e-14	0
0.000315156	1.8	0
0.000315234	1.8	0
0.000315313	1.8e-14	0
0.000315391	1.8	0
0.000315469	1.8	0
0.000315547	1.8	0
0.000315625	1.8	0
0.000315703	1.8e-14	0
0.000315781	1.8	0
0.000315859	1.8	0
0.000315938	1.8e-14	0
0.000316016	1.8	0
0.000316094	1.8	0
0.000316172	1.8	0
0.00031625	1.8e-14	0
0.000316328	1.8	0
0.000316406	1.8	0
0.000316484	1.8	0
0.000316563	1.8	0
0.000316641	1.8e-14	0
0.000316719	1.8	0
0.000316797	1.8	0
0.000316875	1.8e-14	0
0.000316953	1.8	0
0.000317031	1.8	0
0.000317109	1.8	0
0.000317188	1.8e-14	0
0.000317266	1.8	0
0.000317344	1.8	0
0.000317422	1.8	0
0.0003175	1.8e-14	0
0.000317578	1.8	0
0.000317656	1.8	0
0.000317734	1.8	0
0.000317813	1.8e-14	0
0.000317891	1.8	0
0.000317969	1.8	0
0.000318047	1.8e-14	0
0.000318125	1.8	0
0.000318203	1.8	0
0.000318281	1.8	0
0.000318359	1.8	0
0.000318438	1.8e-14	0
0.000318516	1.8e-14	0
0.000318594	1.8	0
0.000318672	1.8	0
0.00031875	1.8	0
0.000318828	1.8	0
0.000318906	1.8	0
0.000318984	1.8	0
0.000319063	1.8e-14	0
0.000319141	1.8e-14	0
0.000319219	1.8	0
0.000319297	1.8	0
0.000319375	1.8	0
0.000319453	1.8e-14	0
0.000319531	1.8	0
0.000319609	1.8	0
0.000319688	1.8	0
0.000319766	1.8e-14	0
0.000319844	1.8	0
0.000319922	1.8e-14	0
0.00032	1.8	0
0.000320078	1.8	1.8
0.000320156	1.8e-14	0
0.000320234	1.8	0
0.000320313	1.8	0
0.000320391	1.8	0
0.000320469	1.8e-14	0
0.000320547	1.8	0
0.000320625	1.8e-14	0
0.000320703	1.8	0
0.000320781	1.8	0
0.000320859	1.8	0
0.000320938	1.8e-14	0
0.000321016	1.8	0
0.000321094	1.8e-14	0
0.000321172	1.8	0
0.00032125	1.8	0
0.000321328	1.8e-14	0
0.000321406	1.8	0
0.000321484	1.8	0
0.000321563	1.8	0
0.000321641	1.8e-14	0
0.000321719	1.8	0
0.000321797	1.8e-14	0
0.000321875	1.8	0
0.000321953	1.8	0
0.000322031	1.8e-14	0
0.000322109	1.8	0
0.000322188	1.8	0
0.000322266	1.8e-14	0
0.000322344	1.8	0
0.000322422	1.8e-14	0
0.0003225	1.8	0
0.000322578	1.8	0
0.000322656	1.8e-14	0
0.000322734	1.8	0
0.000322813	1.8	0
0.000322891	1.8e-14	0
0.000322969	1.8	0
0.000323047	1.8e-14	0
0.000323125	1.8	0
0.000323203	1.8e-14	0
0.000323281	1.8	0
0.000323359	1.8	0
0.000323438	1.8	0
0.000323516	1.8e-14	0
0.000323594	1.8e-14	0
0.000323672	1.8	0
0.00032375	1.8	0
0.000323828	1.8e-14	0
0.000323906	1.8	0
0.000323984	1.8	0
0.000324063	1.8e-14	0
0.000324141	1.8e-14	0
0.000324219	1.8	0
0.000324297	1.8	0
0.000324375	1.8	0
0.000324453	1.8e-14	0
0.000324531	1.8e-14	0
0.000324609	1.8	0
0.000324688	1.8e-14	0
0.000324766	1.8	0
0.000324844	1.8	0
0.000324922	1.8e-14	0
0.000325	1.8	0
0.000325078	1.8e-14	0
0.000325156	1.8	0
0.000325234	1.8e-14	0
0.000325313	1.8	0
0.000325391	1.8e-14	0
0.000325469	1.8	0
0.000325547	1.8e-14	0
0.000325625	1.8	0
0.000325703	1.8	0
0.000325781	1.8e-14	0
0.000325859	1.8e-14	0
0.000325938	1.8	0
0.000326016	1.8e-14	0
0.000326094	1.8	0
0.000326172	1.8	0
0.00032625	1.8e-14	0
0.000326328	1.8e-14	0
0.000326406	1.8	0
0.000326484	1.8e-14	0
0.000326563	1.8	0
0.000326641	1.8	0
0.000326719	1.8e-14	0
0.000326797	1.8e-14	0
0.000326875	1.8	0
0.000326953	1.8e-14	0
0.000327031	1.8e-14	0
0.000327109	1.8	0
0.000327188	1.8	0
0.000327266	1.8e-14	0
0.000327344	1.8	0
0.000327422	1.8e-14	0
0.0003275	1.8e-14	0
0.000327578	1.8	0
0.000327656	1.8	0
0.000327734	1.8e-14	0
0.000327813	1.8e-14	0
0.000327891	1.8e-14	0
0.000327969	1.8	0
0.000328047	1.8	0
0.000328125	1.8e-14	0
0.000328203	1.8e-14	0
0.000328281	1.8	0
0.000328359	1.8e-14	0
0.000328438	1.8	0
0.000328516	1.8e-14	0
0.000328594	1.8e-14	0
0.000328672	1.8	0
0.00032875	1.8e-14	0
0.000328828	1.8	0
0.000328906	1.8e-14	0
0.000328984	1.8	0
0.000329063	1.8e-14	0
0.000329141	1.8e-14	0
0.000329219	1.8e-14	0
0.000329297	1.8	0
0.000329375	1.8	0
0.000329453	1.8e-14	0
0.000329531	1.8e-14	0
0.000329609	1.8e-14	0
0.000329688	1.8	0
0.000329766	1.8	0
0.000329844	1.8e-14	0
0.000329922	1.8e-14	0
0.00033	1.8e-14	0
0.000330078	1.8e-14	1.8
0.000330156	1.8	0
0.000330234	1.8e-14	0
0.000330313	1.8e-14	0
0.000330391	1.8	0
0.000330469	1.8e-14	0
0.000330547	1.8	0
0.000330625	1.8e-14	0
0.000330703	1.8e-14	0
0.000330781	1.8e-14	0
0.000330859	1.8	0
0.000330938	1.8e-14	0
0.000331016	1.8	0
0.000331094	1.8e-14	0
0.000331172	1.8e-14	0
0.00033125	1.8	0
0.000331328	1.8e-14	0
0.000331406	1.8e-14	0
0.000331484	1.8e-14	0
0.000331563	1.8	0
0.000331641	1.8e-14	0
0.000331719	1.8	0
0.000331797	1.8e-14	0
0.000331875	1.8e-14	0
0.000331953	1.8e-14	0
0.000332031	1.8	0
0.000332109	1.8e-14	0
0.000332188	1.8e-14	0
0.000332266	1.8	0
0.000332344	1.8e-14	0
0.000332422	1.8e-14	0
0.0003325	1.8	0
0.000332578	1.8e-14	0
0.000332656	1.8e-14	0
0.000332734	1.8e-14	0
0.000332813	1.8	0
0.000332891	1.8e-14	0
0.000332969	1.8e-14	0
0.000333047	1.8	0
0.000333125	1.8e-14	0
0.000333203	1.8e-14	0
0.000333281	1.8e-14	0
0.000333359	1.8	0
0.000333438	1.8e-14	0
0.000333516	1.8	0
0.000333594	1.8e-14	0
0.000333672	1.8e-14	0
0.00033375	1.8e-14	0
0.000333828	1.8e-14	0
0.000333906	1.8e-14	0
0.000333984	1.8	0
0.000334063	1.8	0
0.000334141	1.8e-14	0
0.000334219	1.8e-14	0
0.000334297	1.8e-14	0
0.000334375	1.8e-14	0
0.000334453	1.8e-14	0
0.000334531	1.8	0
0.000334609	1.8e-14	0
0.000334688	1.8e-14	0
0.000334766	1.8	0
0.000334844	1.8e-14	0
0.000334922	1.8e-14	0
0.000335	1.8e-14	0
0.000335078	1.8	0
0.000335156	1.8e-14	0
0.000335234	1.8e-14	0
0.000335313	1.8	0
0.000335391	1.8e-14	0
0.000335469	1.8e-14	0
0.000335547	1.8e-14	0
0.000335625	1.8e-14	0
0.000335703	1.8	0
0.000335781	1.8e-14	0
0.000335859	1.8e-14	0
0.000335938	1.8e-14	0
0.000336016	1.8	0
0.000336094	1.8e-14	0
0.000336172	1.8	0
0.00033625	1.8e-14	0
0.000336328	1.8e-14	0
0.000336406	1.8e-14	0
0.000336484	1.8e-14	0
0.000336563	1.8e-14	0
0.000336641	1.8e-14	0
0.000336719	1.8	0
0.000336797	1.8	0
0.000336875	1.8e-14	0
0.000336953	1.8e-14	0
0.000337031	1.8e-14	0
0.000337109	1.8e-14	0
0.000337188	1.8e-14	0
0.000337266	1.8e-14	0
0.000337344	1.8	0
0.000337422	1.8	0
0.0003375	1.8e-14	0
0.000337578	1.8e-14	0
0.000337656	1.8e-14	0
0.000337734	1.8e-14	0
0.000337813	1.8e-14	0
0.000337891	1.8e-14	0
0.000337969	1.8	0
0.000338047	1.8	0
0.000338125	1.8e-14	0
0.000338203	1.8e-14	0
0.000338281	1.8e-14	0
0.000338359	1.8e-14	0
0.000338438	1.8e-14	0
0.000338516	1.8	0
0.000338594	1.8e-14	0
0.000338672	1.8e-14	0
0.00033875	1.8	0
0.000338828	1.8e-14	0
0.000338906	1.8e-14	0
0.000338984	1.8e-14	0
0.000339063	1.8	0
0.000339141	1.8e-14	0
0.000339219	1.8e-14	0
0.000339297	1.8e-14	0
0.000339375	1.8	0
0.000339453	1.8e-14	0
0.000339531	1.8e-14	0
0.000339609	1.8e-14	0
0.000339688	1.8	0
0.000339766	1.8e-14	0
0.000339844	1.8e-14	0
0.000339922	1.8	0
0.00034	1.8e-14	0
0.000340078	1.8e-14	1.8
0.000340156	1.8e-14	0
0.000340234	1.8	0
0.000340313	1.8e-14	0
0.000340391	1.8	0
0.000340469	1.8e-14	0
0.000340547	1.8e-14	0
0.000340625	1.8e-14	0
0.000340703	1.8e-14	0
0.000340781	1.8	0
0.000340859	1.8e-14	0
0.000340938	1.8e-14	0
0.000341016	1.8	0
0.000341094	1.8e-14	0
0.000341172	1.8e-14	0
0.00034125	1.8	0
0.000341328	1.8e-14	0
0.000341406	1.8e-14	0
0.000341484	1.8e-14	0
0.000341563	1.8	0
0.000341641	1.8e-14	0
0.000341719	1.8	0
0.000341797	1.8e-14	0
0.000341875	1.8e-14	0
0.000341953	1.8e-14	0
0.000342031	1.8e-14	0
0.000342109	1.8	0
0.000342188	1.8e-14	0
0.000342266	1.8	0
0.000342344	1.8e-14	0
0.000342422	1.8e-14	0
0.0003425	1.8	0
0.000342578	1.8e-14	0
0.000342656	1.8e-14	0
0.000342734	1.8e-14	0
0.000342813	1.8	0
0.000342891	1.8e-14	0
0.000342969	1.8	0
0.000343047	1.8e-14	0
0.000343125	1.8e-14	0
0.000343203	1.8	0
0.000343281	1.8e-14	0
0.000343359	1.8e-14	0
0.000343438	1.8	0
0.000343516	1.8e-14	0
0.000343594	1.8e-14	0
0.000343672	1.8	0
0.00034375	1.8e-14	0
0.000343828	1.8e-14	0
0.000343906	1.8	0
0.000343984	1.8e-14	0
0.000344063	1.8	0
0.000344141	1.8e-14	0
0.000344219	1.8e-14	0
0.000344297	1.8e-14	0
0.000344375	1.8	0
0.000344453	1.8	0
0.000344531	1.8e-14	0
0.000344609	1.8e-14	0
0.000344688	1.8e-14	0
0.000344766	1.8	0
0.000344844	1.8	0
0.000344922	1.8e-14	0
0.000345	1.8e-14	0
0.000345078	1.8e-14	0
0.000345156	1.8	0
0.000345234	1.8	0
0.000345313	1.8e-14	0
0.000345391	1.8e-14	0
0.000345469	1.8e-14	0
0.000345547	1.8	0
0.000345625	1.8	0
0.000345703	1.8e-14	0
0.000345781	1.8e-14	0
0.000345859	1.8	0
0.000345938	1.8e-14	0
0.000346016	1.8	0
0.000346094	1.8e-14	0
0.000346172	1.8e-14	0
0.00034625	1.8	0
0.000346328	1.8	0
0.000346406	1.8e-14	0
0.000346484	1.8e-14	0
0.000346563	1.8e-14	0
0.000346641	1.8	0
0.000346719	1.8	0
0.000346797	1.8e-14	0
0.000346875	1.8	0
0.000346953	1.8e-14	0
0.000347031	1.8	0
0.000347109	1.8e-14	0
0.000347188	1.8e-14	0
0.000347266	1.8	0
0.000347344	1.8e-14	0
0.000347422	1.8	0
0.0003475	1.8	0
0.000347578	1.8e-14	0
0.000347656	1.8e-14	0
0.000347734	1.8	0
0.000347813	1.8e-14	0
0.000347891	1.8	0
0.000347969	1.8	0
0.000348047	1.8e-14	0
0.000348125	1.8e-14	0
0.000348203	1.8	0
0.000348281	1.8e-14	0
0.000348359	1.8	0
0.000348438	1.8	0
0.000348516	1.8e-14	0
0.000348594	1.8	0
0.000348672	1.8e-14	0
0.00034875	1.8e-14	0
0.000348828	1.8	0
0.000348906	1.8	0
0.000348984	1.8e-14	0
0.000349063	1.8	0
0.000349141	1.8e-14	0
0.000349219	1.8	0
0.000349297	1.8	0
0.000349375	1.8e-14	0
0.000349453	1.8e-14	0
0.000349531	1.8	0
0.000349609	1.8	0
0.000349688	1.8e-14	0
0.000349766	1.8	0
0.000349844	1.8e-14	0
0.000349922	1.8	0
0.00035	1.8	0
0.000350078	1.8	1.8
0.000350156	1.8e-14	0
0.000350234	1.8	0
0.000350313	1.8e-14	0
0.000350391	1.8	0
0.000350469	1.8e-14	0
0.000350547	1.8	0
0.000350625	1.8	0
0.000350703	1.8	0
0.000350781	1.8e-14	0
0.000350859	1.8e-14	0
0.000350938	1.8	0
0.000351016	1.8	0
0.000351094	1.8e-14	0
0.000351172	1.8	0
0.00035125	1.8	0
0.000351328	1.8e-14	0
0.000351406	1.8	0
0.000351484	1.8e-14	0
0.000351563	1.8	0
0.000351641	1.8	0
0.000351719	1.8	0
0.000351797	1.8e-14	0
0.000351875	1.8e-14	0
0.000351953	1.8	0
0.000352031	1.8	0
0.000352109	1.8	0
0.000352188	1.8e-14	0
0.000352266	1.8	0
0.000352344	1.8	0
0.000352422	1.8e-14	0
0.0003525	1.8	0
0.000352578	1.8e-14	0
0.000352656	1.8	0
0.000352734	1.8	0
0.000352813	1.8e-14	0
0.000352891	1.8	0
0.000352969	1.8	0
0.000353047	1.8	0
0.000353125	1.8e-14	0
0.000353203	1.8	0
0.000353281	1.8e-14	0
0.000353359	1.8	0
0.000353438	1.8	0
0.000353516	1.8	0
0.000353594	1.8e-14	0
0.000353672	1.8	0
0.00035375	1.8	0
0.000353828	1.8e-14	0
0.000353906	1.8	0
0.000353984	1.8	0
0.000354063	1.8e-14	0
0.000354141	1.8	0
0.000354219	1.8	0
0.000354297	1.8e-14	0
0.000354375	1.8	0
0.000354453	1.8	0
0.000354531	1.8	0
0.000354609	1.8e-14	0
0.000354688	1.8	0
0.000354766	1.8	0
0.000354844	1.8e-14	0
0.000354922	1.8	0
0.000355	1.8	0
0.000355078	1.8	0
0.000355156	1.8e-14	0
0.000355234	1.8	0
0.000355313	1.8	0
0.000355391	1.8e-14	0
0.000355469	1.8	0
0.000355547	1.8	0
0.000355625	1.8	0
0.000355703	1.8e-14	0
0.000355781	1.8	0
0.000355859	1.8	0
0.000355938	1.8	0
0.000356016	1.8e-14	0
0.000356094	1.8	0
0.000356172	1.8	0
0.00035625	1.8e-14	0
0.000356328	1.8	0
0.000356406	1.8	0
0.000356484	1.8	0
0.000356563	1.8	0
0.000356641	1.8e-14	0
0.000356719	1.8	0
0.000356797	1.8e-14	0
0.000356875	1.8	0
0.000356953	1.8	0
0.000357031	1.8	0
0.000357109	1.8	0
0.000357188	1.8	0
0.000357266	1.8e-14	0
0.000357344	1.8	0
0.000357422	1.8e-14	0
0.0003575	1.8	0
0.000357578	1.8	0
0.000357656	1.8	0
0.000357734	1.8	0
0.000357813	1.8e-14	0
0.000357891	1.8	0
0.000357969	1.8	0
0.000358047	1.8	0
0.000358125	1.8e-14	0
0.000358203	1.8	0
0.000358281	1.8	0
0.000358359	1.8	0
0.000358438	1.8e-14	0
0.000358516	1.8	0
0.000358594	1.8	0
0.000358672	1.8e-14	0
0.00035875	1.8	0
0.000358828	1.8	0
0.000358906	1.8	0
0.000358984	1.8	0
0.000359063	1.8e-14	0
0.000359141	1.8	0
0.000359219	1.8	0
0.000359297	1.8	0
0.000359375	1.8e-14	0
0.000359453	1.8	0
0.000359531	1.8	0
0.000359609	1.8	0
0.000359688	1.8e-14	0
0.000359766	1.8	0
0.000359844	1.8	0
0.000359922	1.8e-14	0
0.00036	1.8	0
0.000360078	1.8	1.8
0.000360156	1.8	0
0.000360234	1.8e-14	0
0.000360313	1.8	0
0.000360391	1.8	0
0.000360469	1.8e-14	0
0.000360547	1.8	0
0.000360625	1.8	0
0.000360703	1.8	0
0.000360781	1.8e-14	0
0.000360859	1.8	0
0.000360938	1.8	0
0.000361016	1.8	0
0.000361094	1.8e-14	0
0.000361172	1.8	0
0.00036125	1.8	0
0.000361328	1.8	0
0.000361406	1.8e-14	0
0.000361484	1.8	0
0.000361563	1.8	0
0.000361641	1.8e-14	0
0.000361719	1.8	0
0.000361797	1.8	0
0.000361875	1.8	0
0.000361953	1.8	0
0.000362031	1.8e-14	0
0.000362109	1.8	0
0.000362188	1.8e-14	0
0.000362266	1.8	0
0.000362344	1.8	0
0.000362422	1.8	0
0.0003625	1.8e-14	0
0.000362578	1.8	0
0.000362656	1.8	0
0.000362734	1.8	0
0.000362813	1.8e-14	0
0.000362891	1.8	0
0.000362969	1.8	0
0.000363047	1.8e-14	0
0.000363125	1.8	0
0.000363203	1.8	0
0.000363281	1.8e-14	0
0.000363359	1.8	0
0.000363438	1.8	0
0.000363516	1.8	0
0.000363594	1.8e-14	0
0.000363672	1.8	0
0.00036375	1.8	0
0.000363828	1.8e-14	0
0.000363906	1.8	0
0.000363984	1.8e-14	0
0.000364063	1.8	0
0.000364141	1.8	0
0.000364219	1.8	0
0.000364297	1.8	0
0.000364375	1.8e-14	0
0.000364453	1.8e-14	0
0.000364531	1.8	0
0.000364609	1.8	0
0.000364688	1.8	0
0.000364766	1.8	0
0.000364844	1.8e-14	0
0.000364922	1.8e-14	0
0.000365	1.8	0
0.000365078	1.8	0
0.000365156	1.8	0
0.000365234	1.8	0
0.000365313	1.8e-14	0
0.000365391	1.8e-14	0
0.000365469	1.8	0
0.000365547	1.8	0
0.000365625	1.8e-14	0
0.000365703	1.8	0
0.000365781	1.8	0
0.000365859	1.8e-14	0
0.000365938	1.8	0
0.000366016	1.8	0
0.000366094	1.8e-14	0
0.000366172	1.8	0
0.00036625	1.8e-14	0
0.000366328	1.8	0
0.000366406	1.8	0
0.000366484	1.8e-14	0
0.000366563	1.8	0
0.000366641	1.8	0
0.000366719	1.8e-14	0
0.000366797	1.8	0
0.000366875	1.8e-14	0
0.000366953	1.8	0
0.000367031	1.8e-14	0
0.000367109	1.8	0
0.000367188	1.8	0
0.000367266	1.8e-14	0
0.000367344	1.8	0
0.000367422	1.8e-14	0
0.0003675	1.8	0
0.000367578	1.8	0
0.000367656	1.8e-14	0
0.000367734	1.8e-14	0
0.000367813	1.8	0
0.000367891	1.8	0
0.000367969	1.8e-14	0
0.000368047	1.8	0
0.000368125	1.8	0
0.000368203	1.8e-14	0
0.000368281	1.8e-14	0
0.000368359	1.8	0
0.000368438	1.8	0
0.000368516	1.8e-14	0
0.000368594	1.8	0
0.000368672	1.8e-14	0
0.00036875	1.8	0
0.000368828	1.8e-14	0
0.000368906	1.8	0
0.000368984	1.8e-14	0
0.000369063	1.8	0
0.000369141	1.8e-14	0
0.000369219	1.8	0
0.000369297	1.8e-14	0
0.000369375	1.8	0
0.000369453	1.8	0
0.000369531	1.8e-14	0
0.000369609	1.8e-14	0
0.000369688	1.8	0
0.000369766	1.8e-14	0
0.000369844	1.8	0
0.000369922	1.8e-14	0
0.00037	1.8	0
0.000370078	1.8e-14	1.8
0.000370156	1.8	0
0.000370234	1.8	0
0.000370313	1.8e-14	0
0.000370391	1.8e-14	0
0.000370469	1.8	0
0.000370547	1.8e-14	0
0.000370625	1.8	0
0.000370703	1.8e-14	0
0.000370781	1.8	0
0.000370859	1.8e-14	0
0.000370938	1.8	0
0.000371016	1.8e-14	0
0.000371094	1.8e-14	0
0.000371172	1.8	0
0.00037125	1.8e-14	0
0.000371328	1.8	0
0.000371406	1.8	0
0.000371484	1.8e-14	0
0.000371563	1.8e-14	0
0.000371641	1.8e-14	0
0.000371719	1.8	0
0.000371797	1.8e-14	0
0.000371875	1.8	0
0.000371953	1.8e-14	0
0.000372031	1.8	0
0.000372109	1.8e-14	0
0.000372188	1.8e-14	0
0.000372266	1.8	0
0.000372344	1.8e-14	0
0.000372422	1.8	0
0.0003725	1.8e-14	0
0.000372578	1.8e-14	0
0.000372656	1.8	0
0.000372734	1.8e-14	0
0.000372813	1.8	0
0.000372891	1.8e-14	0
0.000372969	1.8e-14	0
0.000373047	1.8	0
0.000373125	1.8e-14	0
0.000373203	1.8	0
0.000373281	1.8e-14	0
0.000373359	1.8e-14	0
0.000373438	1.8e-14	0
0.000373516	1.8	0
0.000373594	1.8	0
0.000373672	1.8e-14	0
0.00037375	1.8e-14	0
0.000373828	1.8e-14	0
0.000373906	1.8	0
0.000373984	1.8e-14	0
0.000374063	1.8e-14	0
0.000374141	1.8	0
0.000374219	1.8e-14	0
0.000374297	1.8	0
0.000374375	1.8e-14	0
0.000374453	1.8e-14	0
0.000374531	1.8e-14	0
0.000374609	1.8	0
0.000374688	1.8e-14	0
0.000374766	1.8	0
0.000374844	1.8e-14	0
0.000374922	1.8e-14	0
0.000375	1.8e-14	0
0.000375078	1.8	0
0.000375156	1.8e-14	0
0.000375234	1.8e-14	0
0.000375313	1.8	0
0.000375391	1.8e-14	0
0.000375469	1.8	0
0.000375547	1.8e-14	0
0.000375625	1.8e-14	0
0.000375703	1.8e-14	0
0.000375781	1.8e-14	0
0.000375859	1.8	0
0.000375938	1.8e-14	0
0.000376016	1.8	0
0.000376094	1.8e-14	0
0.000376172	1.8e-14	0
0.00037625	1.8e-14	0
0.000376328	1.8	0
0.000376406	1.8e-14	0
0.000376484	1.8e-14	0
0.000376563	1.8	0
0.000376641	1.8e-14	0
0.000376719	1.8e-14	0
0.000376797	1.8e-14	0
0.000376875	1.8	0
0.000376953	1.8e-14	0
0.000377031	1.8e-14	0
0.000377109	1.8	0
0.000377188	1.8e-14	0
0.000377266	1.8e-14	0
0.000377344	1.8e-14	0
0.000377422	1.8e-14	0
0.0003775	1.8	0
0.000377578	1.8	0
0.000377656	1.8e-14	0
0.000377734	1.8e-14	0
0.000377813	1.8e-14	0
0.000377891	1.8e-14	0
0.000377969	1.8e-14	0
0.000378047	1.8e-14	0
0.000378125	1.8	0
0.000378203	1.8	0
0.000378281	1.8e-14	0
0.000378359	1.8e-14	0
0.000378438	1.8e-14	0
0.000378516	1.8e-14	0
0.000378594	1.8e-14	0
0.000378672	1.8	0
0.00037875	1.8e-14	0
0.000378828	1.8e-14	0
0.000378906	1.8	0
0.000378984	1.8e-14	0
0.000379063	1.8e-14	0
0.000379141	1.8	0
0.000379219	1.8e-14	0
0.000379297	1.8e-14	0
0.000379375	1.8e-14	0
0.000379453	1.8e-14	0
0.000379531	1.8e-14	0
0.000379609	1.8	0
0.000379688	1.8	0
0.000379766	1.8e-14	0
0.000379844	1.8e-14	0
0.000379922	1.8e-14	0
0.00038	1.8e-14	0
0.000380078	1.8e-14	1.8
0.000380156	1.8e-14	0
0.000380234	1.8	0
0.000380313	1.8e-14	0
0.000380391	1.8e-14	0
0.000380469	1.8	0
0.000380547	1.8e-14	0
0.000380625	1.8e-14	0
0.000380703	1.8e-14	0
0.000380781	1.8e-14	0
0.000380859	1.8	0
0.000380938	1.8e-14	0
0.000381016	1.8e-14	0
0.000381094	1.8	0
0.000381172	1.8e-14	0
0.00038125	1.8e-14	0
0.000381328	1.8e-14	0
0.000381406	1.8e-14	0
0.000381484	1.8	0
0.000381563	1.8e-14	0
0.000381641	1.8e-14	0
0.000381719	1.8	0
0.000381797	1.8e-14	0
0.000381875	1.8e-14	0
0.000381953	1.8e-14	0
0.000382031	1.8	0
0.000382109	1.8e-14	0
0.000382188	1.8e-14	0
0.000382266	1.8e-14	0
0.000382344	1.8e-14	0
0.000382422	1.8	0
0.0003825	1.8e-14	0
0.000382578	1.8	0
0.000382656	1.8e-14	0
0.000382734	1.8e-14	0
0.000382813	1.8e-14	0
0.000382891	1.8e-14	0
0.000382969	1.8e-14	0
0.000383047	1.8	0
0.000383125	1.8	0
0.000383203	1.8e-14	0
0.000383281	1.8e-14	0
0.000383359	1.8e-14	0
0.000383438	1.8e-14	0
0.000383516	1.8e-14	0
0.000383594	1.8	0
0.000383672	1.8e-14	0
0.00038375	1.8e-14	0
0.000383828	1.8	0
0.000383906	1.8e-14	0
0.000383984	1.8e-14	0
0.000384063	1.8	0
0.000384141	1.8e-14	0
0.000384219	1.8e-14	0
0.000384297	1.8e-14	0
0.000384375	1.8	0
0.000384453	1.8e-14	0
0.000384531	1.8e-14	0
0.000384609	1.8	0
0.000384688	1.8e-14	0
0.000384766	1.8e-14	0
0.000384844	1.8e-14	0
0.000384922	1.8	0
0.000385	1.8e-14	0
0.000385078	1.8e-14	0
0.000385156	1.8	0
0.000385234	1.8e-14	0
0.000385313	1.8e-14	0
0.000385391	1.8	0
0.000385469	1.8e-14	0
0.000385547	1.8e-14	0
0.000385625	1.8	0
0.000385703	1.8e-14	0
0.000385781	1.8e-14	0
0.000385859	1.8e-14	0
0.000385938	1.8	0
0.000386016	1.8e-14	0
0.000386094	1.8	0
0.000386172	1.8e-14	0
0.00038625	1.8e-14	0
0.000386328	1.8e-14	0
0.000386406	1.8	0
0.000386484	1.8e-14	0
0.000386563	1.8	0
0.000386641	1.8e-14	0
0.000386719	1.8e-14	0
0.000386797	1.8e-14	0
0.000386875	1.8	0
0.000386953	1.8e-14	0
0.000387031	1.8	0
0.000387109	1.8e-14	0
0.000387188	1.8e-14	0
0.000387266	1.8	0
0.000387344	1.8e-14	0
0.000387422	1.8e-14	0
0.0003875	1.8	0
0.000387578	1.8e-14	0
0.000387656	1.8	0
0.000387734	1.8e-14	0
0.000387813	1.8e-14	0
0.000387891	1.8	0
0.000387969	1.8e-14	0
0.000388047	1.8e-14	0
0.000388125	1.8	0
0.000388203	1.8e-14	0
0.000388281	1.8	0
0.000388359	1.8e-14	0
0.000388438	1.8e-14	0
0.000388516	1.8	0
0.000388594	1.8e-14	0
0.000388672	1.8	0
0.00038875	1.8e-14	0
0.000388828	1.8	0
0.000388906	1.8e-14	0
0.000388984	1.8e-14	0
0.000389063	1.8e-14	0
0.000389141	1.8	0
0.000389219	1.8	0
0.000389297	1.8e-14	0
0.000389375	1.8	0
0.000389453	1.8e-14	0
0.000389531	1.8e-14	0
0.000389609	1.8e-14	0
0.000389688	1.8	0
0.000389766	1.8	0
0.000389844	1.8e-14	0
0.000389922	1.8	0
0.00039	1.8e-14	0
0.000390078	1.8e-14	1.8
0.000390156	1.8	0
